Ia,Ib,Ic,Va,Vb,Vc,G,C,B,A,Fault_Code,Fault_Type
-0.07545346515966139,0.1539858065352138,-0.08234612233486775,-0.7195068114649996,-0.08431866185674747,0.8222266607867406,0,1,1,0,0110,LL Fault
0.793582710782589,0.10153483139330298,0.039281387576061165,0.08340955225777508,-0.6248545944504468,0.5679750516799714,1,0,1,1,1011,LLG Fault
0.6123397242563058,0.35859202992524836,0.04859955550422954,0.089358851324173,-0.6101167595185489,0.5469924738213646,1,0,1,1,1011,LLG Fault
0.06264835089888716,-0.48483890473910035,0.4219135205374095,0.5146175244371337,0.04316591301577975,-0.5450733389206489,0,1,1,0,0110,LL Fault
-0.8621789366718933,0.09400345992452418,0.7555652746267429,-0.03994896016553622,0.04615762241491119,0.007914912965533512,1,1,1,1,1111,LLLG Fault
0.3554669857963071,-0.027111566887643553,0.03687760826595228,0.5679412931944715,-0.9956740140978754,0.46001501970591596,1,0,1,1,1011,LLG Fault
-0.03203451140519391,0.10924661438330799,-0.08638396377007418,-0.9909295326576493,0.4176995687043566,0.5828241760716945,0,0,0,0,0000,No Fault
-0.05143850425244111,0.11179997874919738,-0.06982925148269362,-0.9191117895995525,0.13827623012431633,0.7955418545808084,0,0,0,0,0000,No Fault
-0.9019344587650051,-0.06949162509569656,0.011622510423982033,0.36987197752578466,-0.09425398980590644,-0.25991639335269023,1,0,0,1,1001,LG Fault
-0.016538951871180305,0.8085774562821352,-0.7971497060687235,0.5732639906891246,0.006777391075225295,-0.56679624062673,0,1,1,0,0110,LL Fault
-0.7500311698387739,-0.07311228175358521,0.025154539287045766,0.5021727661373028,-0.36383879378128753,-0.11786734545164387,1,0,0,1,1001,LG Fault
-0.6632740668199765,-0.0008217479978361898,-0.05108920577752107,-0.3334726333130215,0.8639243713286798,-0.5310683528998887,1,0,0,1,1001,LG Fault
0.057641584192658316,0.03253657560957113,-0.09790951363895435,-0.10136152726723294,0.9127114259780625,-0.8135076886138105,0,0,0,0,0000,No Fault
-0.061831728478754344,-0.018657477715182197,0.019985006943673278,0.6840789264808379,-0.860697968047514,0.20603206491551831,0,0,0,0,0000,No Fault
-0.007890505058297106,-0.018037460269140132,0.016890282586876134,0.980165723749867,-0.6086896398583719,-0.34763028138342267,0,0,0,0,0000,No Fault
0.04124276275627425,0.060485007436547805,-0.11053869134427793,-0.5124923267304712,0.9972658343988798,-0.48744586840486526,0,0,0,0,0000,No Fault
-0.6615618917651754,-0.2883842149377469,-0.06685734822137215,-0.046569040094133554,0.5853105379518416,-0.5348316190702558,1,0,1,1,1011,LLG Fault
-0.06033443106308371,0.8502060856656585,-0.7954898862038874,0.05286060654889728,-0.03968565558309185,0.002331577369737674,0,1,1,0,0110,LL Fault
-0.5846671046320224,-0.39815734450923895,0.9759993453514784,-0.0480947773089891,0.026320797985673758,0.03629558449666399,0,1,1,1,0111,LLL Fault
0.9677095712651861,-0.32703647100464467,-0.0008813374558820815,0.06434966103101025,-0.5495586337659476,0.5103606591854687,1,1,1,1,1111,LLLG Fault
0.4488908635965058,-0.9864160312170619,-0.05920056915371705,-0.01922198200583891,0.10462454554205465,-0.07244343649230943,1,0,1,1,1011,LLG Fault
0.05843026972591376,-0.13230609330876747,0.07240210444143241,0.7497749391771862,0.05223234378112218,-0.790092677947741,0,1,1,0,0110,LL Fault
-0.07569407639503946,0.10425011338066688,-0.038608687316717044,-0.6224337335332961,-0.3420682628471696,0.987537018387572,0,0,0,0,0000,No Fault
-0.715214965783416,-0.23731249389679845,0.9441650829210183,-0.04536904188775058,0.034956546673232315,0.02476299749214072,0,1,1,1,0111,LLL Fault
